date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
2017-03-03,1.0,0.4994413833799075,0.1308895938786832,0.004845483639150661,0.15790077660406104,-0.476330008840126,0.9980201909371734,0.11145304750151191,0.03354543991189335,0.48852487377780535,0.4994413833799075,0.5,-0.3734865395322309,-0.4953466130764675,-0.344543506783601,-0.47843764601053607,0.49892942380530425,-0.38953489331369573,-0.4644536575193253,0.48742927724807156,0.1308895938786832,-0.3734865395322309,1.0,0.8985720294309301,0.8872483393559776,0.4099604329239813,0.1405946054880512,0.8642149383167457,0.8431338257766399,-0.3402503686184417,0.004845483639150661,-0.4953466130764675,0.8985720294309301,1.0,0.8686945187625899,0.4838363714246525,0.008930363429995036,0.9068940525848332,0.9758176086122888,-0.47838744998387905,0.15790077660406104,-0.344543506783601,0.8872483393559776,0.8686945187625899,1.0,0.366887745014703,0.17055223524521362,0.8595689782699175,0.8752170287618183,-0.31901046821610113,-0.476330008840126,-0.47843764601053607,0.4099604329239813,0.4838363714246525,0.366887745014703,0.4999999999999999,-0.4737989678560929,0.4059848485157311,0.44911929282876306,-0.45331577154137215,0.9980201909371734,0.49892942380530425,0.1405946054880512,0.008930363429995036,0.17055223524521362,-0.4737989678560929,1.0,0.1232733433536159,0.041831153803085,0.4858284310008117,0.11145304750151191,-0.38953489331369573,0.8642149383167457,0.9068940525848332,0.8595689782699175,0.4059848485157311,0.1232733433536159,1.0,0.9308183838799127,-0.3808298559050126,0.03354543991189335,-0.4644536575193253,0.8431338257766399,0.9758176086122888,0.8752170287618183,0.44911929282876306,0.041831153803085,0.9308183838799127,1.0,-0.4575238296827053,0.48852487377780535,0.48742927724807156,-0.3402503686184417,-0.47838744998387905,-0.31901046821610113,-0.45331577154137215,0.4858284310008117,-0.3808298559050126,-0.4575238296827053,0.5000000000000001
2017-03-06,1.0,0.4388317140846862,0.3589961743021368,0.14258073650724196,0.32070136751623257,-0.2164573595757433,0.992781978448893,0.3096833512895097,0.44788500368595685,0.35454038295019996,0.4388317140846862,1.0,-0.3019119337407898,-0.5056837737895029,-0.3322494388910774,-0.2690830228687354,0.3869348744605462,-0.3456615648242906,-0.21923215387228268,0.8746443187880115,0.3589961743021368,-0.3019119337407898,1.0,0.9067074242200415,0.9293455521030364,0.4523160181929945,0.33093910603149934,0.9189980320659996,0.9192486054288476,0.012903016147917265,0.14258073650724196,-0.5056837737895029,0.9067074242200415,1.0,0.8998684215008732,0.46509475839997494,0.11843801825743688,0.9196922189246637,0.8814439210363402,-0.20839808177709057,0.32070136751623257,-0.3322494388910774,0.9293455521030364,0.8998684215008732,1.0,0.4169882033598372,0.3011225059275978,0.9108262369932534,0.8975766445169533,-0.04967550683190393,-0.2164573595757433,-0.2690830228687354,0.4523160181929945,0.46509475839997494,0.4169882033598372,0.5,-0.25453495036707907,0.4433284017956121,0.45377286074061596,0.06834043984044083,0.992781978448893,0.3869348744605462,0.33093910603149934,0.11843801825743688,0.3011225059275978,-0.25453495036707907,1.0,0.2863575646938934,0.40862645099029166,0.27041857655880963,0.3096833512895097,-0.3456615648242906,0.9189980320659996,0.9196922189246637,0.9108262369932534,0.4433284017956121,0.2863575646938934,1.0,0.9265256623881277,-0.05074156171226017,0.44788500368595685,-0.21923215387228268,0.9192486054288476,0.8814439210363402,0.8975766445169533,0.45377286074061596,0.40862645099029166,0.9265256623881277,1.0,0.12004039654670078,0.35454038295019996,0.8746443187880115,0.012903016147917265,-0.20839808177709057,-0.04967550683190393,0.06834043984044083,0.27041857655880963,-0.05074156171226017,0.12004039654670078,1.0
2017-03-07,0.9999999999999999,0.4074451765940641,0.40587300415460376,0.2283247325849509,0.3731911237444581,-0.13049442652955912,0.9896817142064108,0.43402751625344416,0.5281826851805502,0.29125155989566415,0.4074451765940641,0.9999999999999998,-0.3310119116831497,-0.5001549726813725,-0.3550371228784641,-0.21928311454939517,0.33495486517531115,-0.3085474609758326,-0.2205453007264587,0.8008403090448672,0.40587300415460376,-0.3310119116831497,0.9999999999999999,0.9365495471486125,0.9434235917212079,0.47016552693856534,0.38243071379338456,0.9351787485608003,0.9350440384326423,0.06850064375657003,0.2283247325849509,-0.5001549726813725,0.9365495471486125,0.9999999999999999,0.9231427100344715,0.4714505917456381,0.2079184840850707,0.9232710453744473,0.9017194552175467,-0.08081065179614727,0.3731911237444581,-0.3550371228784641,0.9434235917212079,0.9231427100344715,0.9999999999999999,0.4352931681179876,0.35719594699402113,0.9183061515079953,0.9107888137327158,0.01800027611000027,-0.13049442652955912,-0.21928311454939517,0.47016552693856534,0.4714505917456381,0.4352931681179876,0.5,-0.16558735581983747,0.4494082437061686,0.45954038919921925,0.208903100338781,0.9896817142064108,0.33495486517531115,0.38243071379338456,0.2079184840850707,0.35719594699402113,-0.16558735581983747,1.0,0.4186869054994322,0.5003086657609656,0.19091422851932932,0.43402751625344416,-0.3085474609758326,0.9351787485608003,0.9232710453744473,0.9183061515079953,0.4494082437061686,0.4186869054994322,1.0,0.959125443777624,0.09929073362230006,0.5281826851805502,-0.2205453007264587,0.9350440384326423,0.9017194552175467,0.9107888137327158,0.45954038919921925,0.5003086657609656,0.959125443777624,1.0,0.1905251605588681,0.29125155989566415,0.8008403090448672,0.06850064375657003,-0.08081065179614727,0.01800027611000027,0.208903100338781,0.19091422851932932,0.09929073362230006,0.1905251605588681,1.0
2017-03-08,0.9999999999999999,0.38115157636615626,0.462528593185735,0.295195910157119,0.42121647489152436,-0.06952666621066861,0.9867146942150694,0.5068193971648285,0.576421254062629,0.25690415927763244,0.38115157636615626,1.0,-0.33237901182665525,-0.494899735114264,-0.36427463101473423,-0.18472548888600201,0.2942613336598743,-0.29664191793332073,-0.23040458217966775,0.7629108489963314,0.462528593185735,-0.33237901182665525,0.9999999999999998,0.9441931958126695,0.9506723652328332,0.47456255703850836,0.441954701982848,0.9390868763361946,0.9435616683712187,0.10021179851268741,0.295195910157119,-0.494899735114264,0.9441931958126695,1.0,0.9328613111539041,0.4757780970368113,0.27776971497569436,0.9299274973065459,0.917578311900209,-0.020240886596917695,0.42121647489152436,-0.36427463101473423,0.9506723652328332,0.9328613111539041,1.0,0.4430499349033491,0.40809405469548754,0.9215902035546479,0.9184211572970602,0.04760290371172665,-0.06952666621066861,-0.18472548888600201,0.47456255703850836,0.4757780970368113,0.4430499349033491,0.4999999999999999,-0.103484900215231,0.4529433519426006,0.46362903033118347,0.2793720006827505,0.9867146942150694,0.2942613336598743,0.441954701982848,0.27776971497569436,0.40809405469548754,-0.103484900215231,0.9999999999999998,0.49599641273374034,0.5551574823172534,0.14381103228077563,0.5068193971648285,-0.29664191793332073,0.9390868763361946,0.9299274973065459,0.9215902035546479,0.4529433519426006,0.49599641273374034,0.9999999999999999,0.9723978420339063,0.14558357825289897,0.576421254062629,-0.23040458217966775,0.9435616683712187,0.917578311900209,0.9184211572970602,0.46362903033118347,0.5551574823172534,0.9723978420339063,1.0,0.20368032844427075,0.25690415927763244,0.7629108489963314,0.10021179851268741,-0.020240886596917695,0.04760290371172665,0.2793720006827505,0.14381103228077563,0.14558357825289897,0.20368032844427075,1.0
2017-03-09,1.0,0.3564032748074673,0.5150074076867345,0.35532716239536216,0.4849786774794751,-0.01082665822039204,0.9839457942284854,0.5598806796062022,0.615374882672478,0.2341330461327461,0.3564032748074673,1.0,-0.3313825844731826,-0.4891778178051994,-0.35472215299848536,-0.1513710989693529,0.25882893328689416,-0.29511662014995554,-0.2410494104035012,0.7374618027400932,0.5150074076867345,-0.3313825844731826,1.0000000000000002,0.9500291869247182,0.9575872510791331,0.4777214858088796,0.4959159708751745,0.9462227619408901,0.9524732130207914,0.11772157772193317,0.35532716239536216,-0.4891778178051994,0.9500291869247182,1.0,0.9395021603514316,0.4786443723892982,0.3394156460818008,0.9376741130181767,0.9304240423452294,0.016127746115713354,0.4849786774794751,-0.35472215299848536,0.9575872510791331,0.9395021603514316,1.0,0.4528137881087224,0.47093410771575517,0.9332547365480306,0.935859744033022,0.08182091663134958,-0.01082665822039204,-0.1513710989693529,0.4777214858088796,0.4786443723892982,0.4528137881087224,0.49999999999999994,-0.04461090059661412,0.4604944358365182,0.47055486248967415,0.3314355199897402,0.9839457942284854,0.25882893328689416,0.4959159708751745,0.3394156460818008,0.47093410771575517,-0.04461090059661412,0.9999999999999998,0.5514595457965666,0.5978821136012717,0.11040901438553033,0.5598806796062022,-0.29511662014995554,0.9462227619408901,0.9376741130181767,0.9332547365480306,0.4604944358365182,0.5514595457965666,1.0,0.9788702010787311,0.16056374070274268,0.615374882672478,-0.2410494104035012,0.9524732130207914,0.9304240423452294,0.935859744033022,0.47055486248967415,0.5978821136012717,0.9788702010787311,1.0,0.20171258730526967,0.2341330461327461,0.7374618027400932,0.11772157772193317,0.016127746115713354,0.08182091663134958,0.3314355199897402,0.11040901438553033,0.16056374070274268,0.20171258730526967,1.0
2017-03-10,1.0,0.3324569295230095,0.5623023988037437,0.41227446192353173,0.5311790083462656,0.04458463097441406,0.9811262029243044,0.6002620526025835,0.6489052367816754,0.21776000635484372,0.3324569295230095,1.0,-0.3293390924458011,-0.48102256566716156,-0.353838071822861,-0.11860665475970042,0.22649983454691458,-0.2990965687849321,-0.2506843895083473,0.7201359439690395,0.5623023988037437,-0.3293390924458011,1.0,0.9553608232871258,0.961644334352389,0.48030233321438115,0.5462184130615555,0.9537549567399233,0.9598473414310579,0.1258735224329058,0.41227446192353173,-0.48102256566716156,0.9553608232871258,0.9999999999999999,0.9452625626634353,0.48063148092102315,0.3988737388188031,0.9470802944782308,0.9418293003238017,0.04042863317672704,0.5311790083462656,-0.353838071822861,0.961644334352389,0.9452625626634353,1.0,0.45737272933821776,0.5197012590161862,0.9405871207494689,0.9437546230309333,0.09213213923655508,0.04458463097441406,-0.11860665475970042,0.48030233321438115,0.48063148092102315,0.45737272933821776,0.5,0.010897508744622253,0.4668593300710784,0.4765648947949086,0.37022668414190163,0.9811262029243044,0.22649983454691458,0.5462184130615555,0.3988737388188031,0.5197012590161862,0.010897508744622253,1.0,0.5952397883928371,0.6355256855936152,0.08589235177909796,0.6002620526025835,-0.2990965687849321,0.9537549567399233,0.9470802944782308,0.9405871207494689,0.4668593300710784,0.5952397883928371,1.0,0.9828439963544825,0.16101639891552147,0.6489052367816754,-0.2506843895083473,0.9598473414310579,0.9418293003238017,0.9437546230309333,0.4765648947949086,0.6355256855936152,0.9828439963544825,0.9999999999999998,0.1936066525796402,0.21776000635484372,0.7201359439690395,0.1258735224329058,0.04042863317672704,0.09213213923655508,0.37022668414190163,0.08589235177909796,0.16101639891552147,0.1936066525796402,0.9999999999999998
2017-03-13,1.0,0.3077027919115963,0.6079048084435716,0.4750341695933317,0.578862172693275,0.08832063276624448,0.9784229305424469,0.6483982788314805,0.6866921663349732,0.20693922495941702,0.3077027919115963,1.0,-0.32666778169362015,-0.46579121771577686,-0.34983698974966243,-0.09635439493455199,0.19645831298092536,-0.292987977507469,-0.25353962823507514,0.7078315507239562,0.6079048084435716,-0.32666778169362015,1.0,0.9624290580971395,0.9665797464568209,0.48226920978330245,0.5929432935264506,0.9602894841230547,0.9657898881365665,0.12855703070381602,0.4750341695933317,-0.46579121771577686,0.9624290580971395,1.0,0.952660788458515,0.4852568716547291,0.46158587058078737,0.9541494314665231,0.9518716400029684,0.06151542837466656,0.578862172693275,-0.34983698974966243,0.9665797464568209,0.952660788458515,1.0,0.4624117781408772,0.5680132806822633,0.9479183731637587,0.951373996401339,0.09946263531097249,0.08832063276624448,-0.09635439493455199,0.48226920978330245,0.4852568716547291,0.4624117781408772,0.4999999999999999,0.053202212323868556,0.4689240659351436,0.4774562615631266,0.39231860054451984,0.9784229305424469,0.19645831298092536,0.5929432935264506,0.46158587058078737,0.5680132806822633,0.053202212323868556,0.9999999999999999,0.6437584097767723,0.6747583073291425,0.06704745610276969,0.6483982788314805,-0.292987977507469,0.9602894841230547,0.9541494314665231,0.9479183731637587,0.4689240659351436,0.6437584097767723,0.9999999999999999,0.9863743124576236,0.16194768847189495,0.6866921663349732,-0.25353962823507514,0.9657898881365665,0.9518716400029684,0.951373996401339,0.4774562615631266,0.6747583073291425,0.9863743124576236,1.0,0.18518861191178404,0.20693922495941702,0.7078315507239562,0.12855703070381602,0.06151542837466656,0.09946263531097249,0.39231860054451984,0.06704745610276969,0.16194768847189495,0.18518861191178404,1.0
2017-03-14,1.0000000000000002,0.2839647847680339,0.6264768147136552,0.5194534220910223,0.6078066589169372,0.12431997715208093,0.9759906656505766,0.6808633813309497,0.713830957018893,0.19411571287836457,0.2839647847680339,1.0,-0.3462062551858293,-0.46084832877750537,-0.3580185497728754,-0.07808421418695405,0.1675062637920955,-0.29570726741158115,-0.26077694089636,0.6964118799865324,0.6264768147136552,-0.3462062551858293,0.9999999999999998,0.9730306432580809,0.9717783553663428,0.48662524976787636,0.6152117735618801,0.9680753938986129,0.9719551872968839,0.1182131213613189,0.5194534220910223,-0.46084832877750537,0.9730306432580809,1.0,0.9588735457436719,0.4877911909551137,0.5104796607553395,0.9594958859022815,0.9581507303773116,0.06921337126819854,0.6078066589169372,-0.3580185497728754,0.9717783553663428,0.9588735457436719,1.0,0.466285157927396,0.6010748651188801,0.9534177639580736,0.9564113307355259,0.09566875436410166,0.12431997715208093,-0.07808421418695405,0.48662524976787636,0.4877911909551137,0.466285157927396,0.49999999999999994,0.0916807192067049,0.472922575187598,0.48028487587344615,0.4112954315174532,0.9759906656505766,0.1675062637920955,0.6152117735618801,0.5104796607553395,0.6010748651188801,0.0916807192067049,1.0,0.6811496592939781,0.7071401008622998,0.05059356613628779,0.6808633813309497,-0.29570726741158115,0.9680753938986129,0.9594958859022815,0.9534177639580736,0.472922575187598,0.6811496592939781,1.0,0.9882631064128748,0.15560464517888845,0.713830957018893,-0.26077694089636,0.9719551872968839,0.9581507303773116,0.9564113307355259,0.48028487587344615,0.7071401008622998,0.9882631064128748,0.9999999999999999,0.17401998827293275,0.19411571287836457,0.6964118799865324,0.1182131213613189,0.06921337126819854,0.09566875436410166,0.4112954315174532,0.05059356613628779,0.15560464517888845,0.17401998827293275,0.9999999999999998
2017-03-15,1.0,0.2601835502738982,0.6624438793059686,0.5617255624049786,0.6254089261095677,0.16375038998321823,0.973882059551529,0.707091424069775,0.7343560798174521,0.18498534154377497,0.2601835502738982,0.9999999999999998,-0.3429237018857635,-0.45444373628676193,-0.37757854341512165,-0.05384433920337835,0.13973233742669167,-0.301353393487754,-0.2718773108652417,0.6915454372310887,0.6624438793059686,-0.3429237018857635,0.9999999999999999,0.9756161787079305,0.9812699822812891,0.4879278212102021,0.6567802309337781,0.9723718637757497,0.977122815709264,0.11369537188186607,0.5617255624049786,-0.45444373628676193,0.9756161787079305,0.9999999999999999,0.9706267234312911,0.4890119597610651,0.5576713319831953,0.9651216296493437,0.9654029119195019,0.0709265626299363,0.6254089261095677,-0.37757854341512165,0.9812699822812891,0.9706267234312911,1.0,0.47587175932886244,0.6216281024865057,0.9604614502684313,0.9619943499881701,0.08677617127307624,0.16375038998321823,-0.05384433920337835,0.4879278212102021,0.4890119597610651,0.47587175932886244,0.5,0.1344920389123942,0.47693266055059613,0.48457604449714115,0.42777745264450723,0.973882059551529,0.13973233742669167,0.6567802309337781,0.5576713319831953,0.6216281024865057,0.1344920389123942,0.9999999999999999,0.7122448448577638,0.7326764094115497,0.040099144616608795,0.707091424069775,-0.301353393487754,0.9723718637757497,0.9651216296493437,0.9604614502684313,0.47693266055059613,0.7122448448577638,0.9999999999999999,0.989984555192903,0.1437774208554014,0.7343560798174521,-0.2718773108652417,0.977122815709264,0.9654029119195019,0.9619943499881701,0.48457604449714115,0.7326764094115497,0.989984555192903,1.0,0.15853589262971196,0.18498534154377497,0.6915454372310887,0.11369537188186607,0.0709265626299363,0.08677617127307624,0.42777745264450723,0.040099144616608795,0.1437774208554014,0.15853589262971196,1.0
2017-03-16,1.0,0.2356677928741668,0.696469928245597,0.602871486362619,0.6444386992200928,0.20178661899364084,0.9718043420327613,0.7344038677541782,0.755135924196392,0.17831240740689666,0.2356677928741668,1.0000000000000002,-0.33950952937663137,-0.4469624362778696,-0.39181071267206663,-0.029908993928299932,0.11296483909353383,-0.30370554203486294,-0.28063450975559934,0.6908084283423005,0.696469928245597,-0.33950952937663137,1.0,0.9775612783002763,0.9862666644093636,0.48868480356858135,0.6948499539445683,0.9748907987328935,0.9806268759047543,0.10570336574223937,0.602871486362619,-0.4469624362778696,0.9775612783002763,0.9999999999999999,0.9782124745511984,0.4899674950223837,0.602739583033628,0.9692507429251922,0.9714405004010662,0.06906692200383102,0.6444386992200928,-0.39181071267206663,0.9862666644093636,0.9782124745511984,1.0,0.48114247381471287,0.6439210754143668,0.9647795381030793,0.9652101949285999,0.07599545393796742,0.20178661899364084,-0.029908993928299932,0.48868480356858135,0.4899674950223837,0.48114247381471287,0.5,0.1748579207369647,0.47968366138224594,0.48791080158388334,0.44022249786024437,0.9718043420327613,0.11296483909353383,0.6948499539445683,0.602739583033628,0.6439210754143668,0.1748579207369647,1.0,0.7434875789667317,0.7574896744487825,0.03300496876692788,0.7344038677541782,-0.30370554203486294,0.9748907987328935,0.9692507429251922,0.9647795381030793,0.47968366138224594,0.7434875789667317,0.9999999999999998,0.9914216644242368,0.13134235713070908,0.755135924196392,-0.28063450975559934,0.9806268759047543,0.9714405004010662,0.9652101949285999,0.48791080158388334,0.7574896744487825,0.9914216644242368,1.0,0.14292142480024633,0.17831240740689666,0.6908084283423005,0.10570336574223937,0.06906692200383102,0.07599545393796742,0.44022249786024437,0.03300496876692788,0.13134235713070908,0.14292142480024633,1.0
