date,0,1,2,3,4,5,6,7,8,9,10
2017-06-21,0.044297274,0.044297274,0.120412484,0.044297274,0.120412484,0.120412484,0.116736524,0.120412484,0.044297274,0.104011916,0.120412484
2017-06-22,0.047371402,0.047371402,0.047371402,0.047371402,0.12876883,0.12876883,0.119298816,0.12876883,0.047371402,0.12876883,0.12876883
2017-06-23,0.0521893,0.0521893,0.14186524,0.0521893,0.14186524,0.14186524,0.10494425,0.06664823,0.0521893,0.0521893,0.14186524
2017-06-26,0.05315174,0.05315174,0.08059821,0.05315174,0.14448142,0.14448142,0.07571733,0.14448142,0.05315174,0.05315174,0.14448142
2017-06-27,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-06-28,0.049118634,0.049118634,0.086815186,0.049118634,0.13351831,0.13351831,0.049118634,0.13351831,0.049118634,0.13351831,0.13351831
2017-06-29,0.07213696,0.053577807,0.053577807,0.053577807,0.14563958,0.14563958,0.07741561,0.14563958,0.053577807,0.053577807,0.14563958
2017-06-30,0.04945484,0.04945484,0.110631995,0.04945484,0.13443221,0.07770347,0.07611631,0.13443221,0.04945484,0.13443221,0.13443221
2017-07-03,0.052670356,0.052670356,0.14317288,0.052670356,0.14317288,0.14317288,0.10508299,0.058873676,0.052670356,0.052670356,0.14317288
2017-07-05,0.050818283,0.050818283,0.13813843,0.050818283,0.13813843,0.13813843,0.13813843,0.05521641,0.050818283,0.050818283,0.13813843
2017-07-06,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-07-07,0.0456233,0.0456233,0.12401699,0.0456233,0.12401699,0.12401699,0.07340482,0.12401699,0.0456233,0.12401699,0.12401699
2017-07-10,0.061208762,0.061208762,0.061208762,0.061208762,0.16638267,0.065249644,0.068349704,0.16638267,0.061208762,0.061208762,0.16638267
2017-07-11,0.047454484,0.047454484,0.12899467,0.047454484,0.12899467,0.12899467,0.11775422,0.12899467,0.047454484,0.047454484,0.12899467
2017-07-12,0.04611647,0.04611647,0.12535757,0.04611647,0.12535757,0.12535757,0.12535757,0.12535757,0.04611647,0.06338867,0.12535757
2017-07-13,0.050932966,0.050932966,0.13845016,0.050932966,0.13845016,0.13845016,0.053084306,0.13845016,0.050932966,0.050932966,0.13845016
2017-07-14,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-07-17,0.050582748,0.050582748,0.13749817,0.050582748,0.13749817,0.13749817,0.059595387,0.13749817,0.050582748,0.050582748,0.13749817
2017-07-18,0.047366746,0.047366746,0.047366746,0.047366746,0.12875617,0.12875617,0.119385384,0.12875617,0.047366746,0.12875617,0.12875617
2017-07-19,0.04964657,0.04964657,0.13495338,0.04964657,0.13495338,0.13495338,0.077000156,0.13495338,0.04964657,0.04964657,0.13495338
2017-07-20,0.05897448,0.046688255,0.12691185,0.046688255,0.12691185,0.12691185,0.101201616,0.12691185,0.046688255,0.06519986,0.12691185
2017-07-21,0.049719963,0.049719963,0.08776763,0.049719963,0.13515288,0.13515288,0.12302103,0.13515288,0.049719963,0.049719963,0.13515288
2017-07-24,0.05686519,0.05686519,0.05686519,0.05686519,0.15457562,0.15457562,0.075154334,0.11992764,0.05686519,0.05686519,0.15457562
2017-07-25,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-07-26,0.04342544,0.04342544,0.118042596,0.04342544,0.118042596,0.118042596,0.118042596,0.118042596,0.04342544,0.118042596,0.118042596
2017-07-27,0.05434783,0.05434783,0.05434783,0.05434783,0.14773273,0.13185255,0.098862246,0.14773273,0.05434783,0.05434783,0.14773273
2017-07-28,0.048412934,0.048412934,0.1316,0.048412934,0.1316,0.1316,0.099935256,0.1316,0.048412934,0.048412934,0.1316
2017-07-31,0.053395957,0.053395957,0.087235525,0.053395957,0.14514527,0.14514527,0.06520361,0.14514527,0.053395957,0.053395957,0.14514527
2017-08-01,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-08-02,0.05594991,0.05594991,0.05594991,0.05594991,0.15208764,0.15208764,0.05594991,0.15208764,0.05594991,0.05594991,0.15208764
2017-08-03,0.04840099,0.04840099,0.13156754,0.04840099,0.13156754,0.13156754,0.100157306,0.13156754,0.04840099,0.04840099,0.13156754
2017-08-04,0.05730369,0.05730369,0.05730369,0.05730369,0.15576757,0.15576757,0.08697329,0.101901785,0.05730369,0.05730369,0.15576757
2017-08-07,0.046948954,0.046948954,0.103256114,0.046948954,0.1276205,0.1276205,0.070845515,0.1276205,0.046948954,0.1276205,0.1276205
2017-08-08,0.04452664,0.04452664,0.12103596,0.04452664,0.12103596,0.12103596,0.09567768,0.12103596,0.04452664,0.12103596,0.12103596
2017-08-09,0.051071636,0.051071636,0.12005166,0.051071636,0.13882712,0.13882712,0.06928165,0.13882712,0.051071636,0.051071636,0.13882712
2017-08-10,0.055598892,0.055598892,0.15113346,0.055598892,0.15113346,0.055598892,0.061872803,0.15113346,0.055598892,0.055598892,0.15113346
2017-08-11,0.04342544,0.04342544,0.118042596,0.04342544,0.118042596,0.118042596,0.118042596,0.118042596,0.04342544,0.118042596,0.118042596
2017-08-14,0.052616764,0.052616764,0.0842528,0.052616764,0.1430272,0.1430272,0.08055458,0.1430272,0.052616764,0.052616764,0.1430272
2017-08-15,0.046884347,0.046884347,0.053583957,0.046884347,0.12744488,0.12744488,0.12165423,0.12744488,0.046884347,0.12744488,0.12744488
2017-08-16,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-08-17,0.053458955,0.046605386,0.12668659,0.046605386,0.12668659,0.12668659,0.12668659,0.12668659,0.046605386,0.046605386,0.12668659
2017-08-18,0.05104278,0.05104278,0.13874866,0.05104278,0.13874866,0.13874866,0.05104278,0.13874866,0.05104278,0.05104278,0.13874866
2017-08-21,0.049369477,0.049369477,0.13420016,0.049369477,0.13420016,0.13420016,0.082151815,0.13420016,0.049369477,0.049369477,0.13420016
2017-08-22,0.04926458,0.04926458,0.13391502,0.04926458,0.13391502,0.13391502,0.084102035,0.13391502,0.04926458,0.04926458,0.13391502
2017-08-23,0.04342544,0.04342544,0.118042596,0.04342544,0.118042596,0.118042596,0.118042596,0.118042596,0.04342544,0.118042596,0.118042596
2017-08-24,0.056198195,0.047074374,0.12796141,0.047074374,0.12796141,0.12796141,0.07106656,0.12796141,0.047074374,0.091704994,0.12796141
2017-08-25,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-08-28,0.047430977,0.047430977,0.12893078,0.047430977,0.12893078,0.10303302,0.06258919,0.12893078,0.047430977,0.12893078,0.12893078
2017-08-29,0.055683594,0.055683594,0.055683594,0.055683594,0.15136372,0.15136372,0.060443535,0.15136372,0.055683594,0.055683594,0.15136372
2017-08-30,0.04342544,0.04342544,0.118042596,0.04342544,0.118042596,0.118042596,0.118042596,0.118042596,0.04342544,0.118042596,0.118042596
2017-08-31,0.04840066,0.04840066,0.07989366,0.04840066,0.13156664,0.13156664,0.06867044,0.13156664,0.04840066,0.13156664,0.13156664
2017-09-01,0.05236113,0.04963221,0.13491434,0.04963221,0.13491434,0.13491434,0.04963221,0.13491434,0.04963221,0.074538276,0.13491434
2017-09-05,0.05104278,0.05104278,0.13874866,0.05104278,0.13874866,0.13874866,0.05104278,0.13874866,0.05104278,0.05104278,0.13874866
2017-09-06,0.048321694,0.048321694,0.13135199,0.048321694,0.13135199,0.13135199,0.10163157,0.13135199,0.048321694,0.048321694,0.13135199
2017-09-07,0.048751663,0.048751663,0.13252077,0.048751663,0.13252077,0.13252077,0.09363777,0.13252077,0.048751663,0.048751663,0.13252077
2017-09-08,0.047785055,0.047785055,0.07895112,0.047785055,0.12989324,0.12989324,0.080442354,0.12989324,0.047785055,0.12989324,0.12989324
2017-09-11,0.073750935,0.05130468,0.05130468,0.05130468,0.13946058,0.13946058,0.11188328,0.13946058,0.05130468,0.05130468,0.13946058
2017-09-12,0.04484374,0.04484374,0.121897936,0.04484374,0.121897936,0.121897936,0.121897936,0.121897936,0.04484374,0.08923743,0.121897936
2017-09-13,0.047202893,0.047202893,0.12831077,0.047202893,0.12831077,0.12831077,0.12243166,0.12831077,0.047202893,0.047202893,0.12831077
2017-09-14,0.049582288,0.049582288,0.09548638,0.049582288,0.13477863,0.13477863,0.117487624,0.13477863,0.049582288,0.049582288,0.13477863
2017-09-15,0.05353408,0.05353408,0.09671261,0.05353408,0.14552073,0.14552073,0.05353408,0.14552073,0.05353408,0.05353408,0.14552073
2017-09-18,0.048912622,0.048912622,0.13295831,0.048912622,0.13295831,0.13295831,0.09064541,0.13295831,0.048912622,0.048912622,0.13295831
2017-09-19,0.045254357,0.045254357,0.080897965,0.045254357,0.1230141,0.1230141,0.1230141,0.1230141,0.045254357,0.1230141,0.1230141
2017-09-20,0.05296841,0.05296841,0.05296841,0.05296841,0.14398308,0.106257156,0.14398308,0.14398308,0.05296841,0.05296841,0.14398308
2017-09-21,0.050093062,0.050093062,0.13616706,0.050093062,0.13616706,0.13616706,0.06816351,0.13616706,0.050093062,0.05062899,0.13616706
2017-09-22,0.05496612,0.05496612,0.05496612,0.05496612,0.1494134,0.1494134,0.07254958,0.1494134,0.05496612,0.05496612,0.1494134
2017-09-25,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-09-26,0.048758063,0.048758063,0.13253817,0.048758063,0.13253817,0.13253817,0.09351876,0.13253817,0.048758063,0.048758063,0.13253817
2017-09-27,0.048357736,0.048357736,0.13144997,0.048357736,0.13144997,0.062437356,0.08688188,0.13144997,0.048357736,0.13144997,0.13144997
2017-09-28,0.047598075,0.047598075,0.129385,0.047598075,0.129385,0.129385,0.115084656,0.129385,0.047598075,0.047598075,0.129385
2017-09-29,0.046056613,0.046056613,0.12519486,0.046056613,0.12519486,0.12519486,0.12519486,0.12519486,0.06460435,0.046056613,0.12519486
2017-10-02,0.05104278,0.05104278,0.13874866,0.05104278,0.13874866,0.13874866,0.05104278,0.13874866,0.05104278,0.05104278,0.13874866
2017-10-03,0.05104278,0.05104278,0.05104278,0.05104278,0.13874866,0.13874866,0.13874866,0.13874866,0.05104278,0.05104278,0.13874866
2017-10-04,0.052433755,0.052433755,0.052433755,0.052433755,0.14252973,0.14252973,0.07217454,0.14252973,0.052433755,0.095537744,0.14252973
2017-10-05,0.049872898,0.049872898,0.06679087,0.049872898,0.1355686,0.1355686,0.1355686,0.1355686,0.049872898,0.055874508,0.1355686
2017-10-06,0.0483398,0.0483398,0.111414514,0.0483398,0.13140121,0.13140121,0.12128163,0.13140121,0.0483398,0.0483398,0.13140121
2017-10-09,0.051916976,0.051916976,0.05481599,0.051916976,0.14112498,0.14112498,0.12109911,0.14112498,0.051916976,0.051916976,0.14112498
2017-10-10,0.050357018,0.050357018,0.06379198,0.050357018,0.13688457,0.13688457,0.13688457,0.13688457,0.050357018,0.050357018,0.13688457
2017-10-11,0.048354883,0.048354883,0.101014555,0.048354883,0.1314422,0.1314422,0.1314422,0.1314422,0.048354883,0.048354883,0.1314422
2017-10-12,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-10-13,0.048541233,0.048541233,0.048541233,0.048541233,0.13194877,0.13194877,0.13194877,0.13194877,0.097549945,0.048541233,0.13194877
2017-10-16,0.04342544,0.04342544,0.118042596,0.04342544,0.118042596,0.118042596,0.118042596,0.118042596,0.04342544,0.118042596,0.118042596
2017-10-17,0.05594991,0.05594991,0.05594991,0.05594991,0.15208764,0.05594991,0.15208764,0.15208764,0.05594991,0.05594991,0.15208764
2017-10-18,0.044101816,0.044101816,0.119881175,0.044101816,0.119881175,0.119881175,0.119881175,0.119881175,0.044101816,0.10430563,0.119881175
2017-10-19,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.046927,0.12756082,0.046927,0.12756082,0.12756082
2017-10-20,0.049105678,0.049105678,0.13348308,0.049105678,0.13348308,0.08705617,0.13348308,0.13348308,0.049105678,0.049105678,0.13348308
2017-10-23,0.05104278,0.05104278,0.13874866,0.05104278,0.13874866,0.13874866,0.05104278,0.13874866,0.05104278,0.05104278,0.13874866
2017-10-24,0.050610296,0.050610296,0.13757306,0.050610296,0.13757306,0.13757306,0.05908315,0.13757306,0.050610296,0.050610296,0.13757306
2017-10-25,0.04855897,0.04855897,0.0769667,0.04855897,0.13199697,0.13199697,0.06881254,0.13199697,0.04855897,0.13199697,0.13199697
2017-10-26,0.0499305,0.0499305,0.13572519,0.0499305,0.13572519,0.13572519,0.071721464,0.13572519,0.0499305,0.0499305,0.13572519
2017-10-27,0.050505657,0.050505657,0.13728862,0.050505657,0.13728862,0.13728862,0.060883682,0.13728862,0.050650563,0.050505657,0.13728862
2017-10-30,0.05104278,0.05104278,0.13874866,0.05104278,0.13874866,0.13874866,0.05104278,0.13874866,0.05104278,0.05104278,0.13874866
2017-10-31,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-11-01,0.051667567,0.051667567,0.14044702,0.051667567,0.14044702,0.12820657,0.051667567,0.14044702,0.051667567,0.051667567,0.14044702
2017-11-02,0.05505705,0.05505705,0.05505705,0.05505705,0.14966057,0.14966057,0.07101539,0.14966057,0.05505705,0.05505705,0.14966057
2017-11-03,0.04792872,0.04792872,0.04792872,0.04792872,0.13028377,0.13028377,0.10893749,0.13028377,0.04792872,0.13028377,0.13028377
2017-11-06,0.04342544,0.04342544,0.118042596,0.04342544,0.118042596,0.118042596,0.118042596,0.118042596,0.04342544,0.118042596,0.118042596
2017-11-07,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.046927,0.12756082,0.046927,0.12756082,0.12756082
2017-11-08,0.05104278,0.05104278,0.05104278,0.05104278,0.13874866,0.13874866,0.13874866,0.13874866,0.05104278,0.05104278,0.13874866
2017-11-09,0.048376527,0.048376527,0.13150103,0.048376527,0.13150103,0.13150103,0.10061222,0.13150103,0.048376527,0.048376527,0.13150103
2017-11-10,0.047917385,0.047917385,0.13025296,0.047917385,0.13025296,0.13025296,0.10914818,0.13025296,0.047917385,0.047917385,0.13025296
2017-11-13,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-11-14,0.045314606,0.045314606,0.12317788,0.045314606,0.12317788,0.12317788,0.07967429,0.12317788,0.045314606,0.12317788,0.12317788
2017-11-15,0.05104278,0.05104278,0.05104278,0.05104278,0.13874866,0.13874866,0.13874866,0.13874866,0.05104278,0.05104278,0.13874866
2017-11-16,0.045338478,0.045338478,0.12324277,0.045338478,0.12324277,0.12324277,0.079189464,0.12324277,0.045338478,0.12324277,0.12324277
2017-11-17,0.043659035,0.043659035,0.11867757,0.043659035,0.11867757,0.11867757,0.11329839,0.11867757,0.043659035,0.11867757,0.11867757
2017-11-20,0.049875386,0.049875386,0.13557535,0.049875386,0.13557535,0.13557535,0.0727462,0.13557535,0.049875386,0.049875386,0.13557535
2017-11-21,0.05594991,0.05594991,0.15208764,0.05594991,0.15208764,0.05594991,0.05594991,0.15208764,0.05594991,0.05594991,0.15208764
2017-11-22,0.050878834,0.050878834,0.13830301,0.050878834,0.13830301,0.054090694,0.13830301,0.13830301,0.050878834,0.050878834,0.13830301
2017-11-24,0.049797483,0.049797483,0.07419461,0.049797483,0.1353636,0.1353636,0.1353636,0.1353636,0.049797483,0.049797483,0.1353636
2017-11-27,0.044501483,0.044501483,0.12096758,0.044501483,0.12096758,0.12096758,0.12096758,0.12096758,0.044501483,0.09618859,0.12096758
2017-11-28,0.047636647,0.047636647,0.047636647,0.047636647,0.12948984,0.12948984,0.11436752,0.12948984,0.047636647,0.12948984,0.12948984
2017-11-29,0.04342544,0.04342544,0.118042596,0.04342544,0.118042596,0.118042596,0.118042596,0.118042596,0.04342544,0.118042596,0.118042596
2017-11-30,0.048650492,0.048650492,0.13224575,0.048650492,0.13224575,0.13224575,0.09551883,0.13224575,0.048650492,0.048650492,0.13224575
2017-12-01,0.04342544,0.04342544,0.118042596,0.04342544,0.118042596,0.118042596,0.118042596,0.118042596,0.04342544,0.118042596,0.118042596
2017-12-04,0.05104278,0.05104278,0.13874866,0.05104278,0.13874866,0.13874866,0.05104278,0.13874866,0.05104278,0.05104278,0.13874866
