date,0,1,2,3,4,5,6,7,8,9
2017/12/26,1153805.989,1160260.366,1156474.793,1158387.112,1132689.599,1149026.552,1172453.64,1145608.533,1143435.835,1177749.991
2017/12/27,1156070,1162510.96,1158722.747,1160211.943,1134773.421,1151065.54,1174599.905,1147312.67,1145146.329,1180213.397
2017/12/28,1160861.994,1167407.595,1163649.369,1165610.507,1138732.472,1156803.122,1178933.143,1151732.904,1149328.213,1184700.649
2017/12/29,1151926.983,1157788.524,1153792.286,1156629.044,1128822.145,1146941.193,1169499.021,1142452.723,1140741.164,1175533.756
2018/1/2,1158670.802,1162858.999,1157991.399,1157705.038,1129952.355,1152112.752,1171369.561,1144169.599,1145808.249,1179474.285
2018/1/3,1165458.539,1169823.605,1164568.248,1165107.824,1136935.573,1158935.923,1178242.133,1150176.751,1151383.623,1187186.539
2018/1/4,1176175.672,1179593.69,1175090.149,1174368.798,1146106.929,1166641.355,1187848.784,1159881.218,1161017.678,1195685.386
2018/1/5,1186103.323,1191638.726,1187713.567,1184886.084,1159959.755,1177365.457,1197881.323,1170190.325,1170178.464,1202844.593
2018/1/8,1192385.941,1197884.132,1194104.548,1189494.313,1165113.497,1182561.746,1203214.531,1175338.654,1176368.457,1208649.545
2018/1/9,1185508.767,1191417.555,1186814.185,1183543.039,1159373.432,1177001.378,1197415.427,1170283.674,1172426.084,1201742.946
2018/1/10,1173708.102,1178419.659,1175207.247,1172767.964,1147980.015,1166683.213,1185549.201,1159268.376,1162082.228,1188450.661
2018/1/11,1192246.846,1195035.942,1192136.472,1187150.371,1166675.377,1183894.132,1201944.544,1177008.908,1178027.636,1203578.26
2018/1/12,1205934.313,1208613.602,1205404.315,1200898.263,1180630.634,1195617.192,1213516.67,1189445.591,1192080.747,1216658.15
2018/1/16,1199944.612,1202250.621,1198641.666,1193976.029,1174492.753,1189764.238,1207453.61,1183135.048,1186714.855,1211351.424
2018/1/17,1199180.219,1204139.351,1199307.404,1194094.776,1173165.208,1189314.057,1207081.734,1183244.168,1189890.581,1211427.168
2018/1/18,1194962.794,1198488.997,1194606.192,1188965.229,1168384.303,1183666.881,1202038.733,1178543.138,1184983.991,1206216.193
2018/1/19,1201209.237,1204963.656,1200284.66,1194558.957,1173802.512,1190183.892,1208115.364,1183615.25,1191310.245,1210296.308
2018/1/22,1209941.499,1214529.721,1209958.273,1203356.087,1183733.46,1198848.54,1218553.159,1193886.278,1202095.156,1220352.531
2018/1/23,1213847.341,1218330.245,1215515.134,1206839.312,1188745.932,1202677.39,1222076.747,1197103.536,1207176.526,1226066.192
2018/1/24,1214364.453,1217755.246,1213732.517,1204327.071,1185971.269,1201706.235,1222437.742,1195913.653,1204188.583,1226527.568
2018/1/25,1216302.795,1214989.161,1212202.664,1205118.483,1183164.324,1203472.034,1222499.282,1195535.868,1202103.589,1222774.837
2018/1/26,1227198.61,1227974.303,1223343.153,1214885.005,1193020.663,1214445.694,1233185.536,1207588.578,1212364.283,1235260.862
2018/1/29,1221936.187,1223401.989,1219172.849,1210635.609,1187503.304,1209374.373,1228391.594,1202930.889,1208222.5,1229596.324
2018/1/30,1212375.41,1213291.771,1210005.145,1200920.215,1179025.808,1199016.143,1218507.632,1192515.399,1197321.326,1219593.849
2018/1/31,1215254.915,1216667.131,1213777.947,1203773.6,1178596.918,1203544.668,1223501.782,1192002.205,1200793.409,1223069.638
2018/2/1,1218641.034,1219877.247,1218124.35,1202474.479,1180967.377,1210220.99,1229316.543,1192839.431,1199977.766,1222789.651
2018/2/2,1207272.077,1206909.599,1204888.194,1191004.305,1164866.345,1192806.527,1215752.582,1182455.866,1189075.986,1210638.339
2018/2/5,1172085.45,1173051.782,1166114.026,1155575.059,1127275.145,1157151.217,1179809.884,1149857.86,1156591.562,1175366.45
2018/2/6,1169232.629,1167374.802,1162053.478,1151123.48,1121774.081,1152164.655,1177267.651,1146440.133,1152618.564,1170265.12
2018/2/7,1179152.65,1188175.489,1182218.417,1170324.803,1139455.717,1171565.207,1195590.021,1157269.046,1171520.283,1187248.634
